strike,strike_pct,maturity_days,maturity_T,implied_vol,implied_vol_pct,option_price,option_type,delta,log_moneyness,spot,rate
181.3,0.98,14,0.038356,0.202168,20.2168,1.2998,put,-0.2805,-0.020203,185.0,0.053
185.0,1.0,14,0.038356,0.203705,20.3705,3.1329,call,0.5283,0.0,185.0,0.053
188.7,1.02,14,0.038356,0.196669,19.6669,1.5095,call,0.3292,0.019803,185.0,0.053
192.4,1.04,14,0.038356,0.191341,19.1341,0.597,call,0.1651,0.039221,185.0,0.053
196.1,1.06,14,0.038356,0.191924,19.1924,0.2114,call,0.0698,0.058269,185.0,0.053
199.8,1.08,14,0.038356,0.184721,18.4721,0.0486,call,0.02,0.076961,185.0,0.053
203.5,1.1,14,0.038356,0.184521,18.4521,0.0109,call,0.0052,0.09531,185.0,0.053
207.2,1.12,14,0.038356,0.17718,17.718,0.0012,call,0.0007,0.113329,185.0,0.053
212.75,1.15,14,0.038356,0.174038,17.4038,0.0,call,0.0,0.139762,185.0,0.053
222.0,1.2,14,0.038356,0.169997,16.9997,0.0,call,0.0,0.182322,185.0,0.053
231.25,1.25,14,0.038356,0.164282,16.4282,0.0,call,0.0,0.223144,185.0,0.053
240.5,1.3,14,0.038356,0.156619,15.6619,0.0,call,0.0,0.262364,185.0,0.053
129.5,0.7,21,0.057534,0.258054,25.8054,0.0,put,-0.0,-0.356675,185.0,0.053
138.75,0.75,21,0.057534,0.246385,24.6385,0.0,put,-0.0,-0.287682,185.0,0.053
148.0,0.8,21,0.057534,0.233473,23.3473,0.0001,put,-0.0,-0.223144,185.0,0.053
157.25,0.85,21,0.057534,0.225081,22.5081,0.0028,put,-0.001,-0.162519,185.0,0.053
162.8,0.88,21,0.057534,0.219934,21.9934,0.0194,put,-0.0061,-0.127833,185.0,0.053
166.5,0.9,21,0.057534,0.219301,21.9301,0.0664,put,-0.0184,-0.105361,185.0,0.053
170.2,0.92,21,0.057534,0.214286,21.4286,0.1741,put,-0.0439,-0.083382,185.0,0.053
173.9,0.94,21,0.057534,0.206564,20.6564,0.3951,put,-0.0909,-0.061875,185.0,0.053
177.6,0.96,21,0.057534,0.207304,20.7304,0.9334,put,-0.1822,-0.040822,185.0,0.053
181.3,0.98,21,0.057534,0.202523,20.2523,1.816,put,-0.3075,-0.020203,185.0,0.053
185.0,1.0,21,0.057534,0.198646,19.8646,3.7998,call,0.535,0.0,185.0,0.053
188.7,1.02,21,0.057534,0.197996,19.7996,2.1893,call,0.3711,0.019803,185.0,0.053
192.4,1.04,21,0.057534,0.195671,19.5671,1.1186,call,0.2275,0.039221,185.0,0.053
196.1,1.06,21,0.057534,0.192369,19.2369,0.4955,call,0.1203,0.058269,185.0,0.053
199.8,1.08,21,0.057534,0.185784,18.5784,0.1729,call,0.0509,0.076961,185.0,0.053
203.5,1.1,21,0.057534,0.183857,18.3857,0.0565,call,0.0192,0.09531,185.0,0.053
207.2,1.12,21,0.057534,0.182205,18.2205,0.0159,call,0.0062,0.113329,185.0,0.053
212.75,1.15,21,0.057534,0.179193,17.9193,0.0017,call,0.0008,0.139762,185.0,0.053
222.0,1.2,21,0.057534,0.169363,16.9363,0.0,call,0.0,0.182322,185.0,0.053
231.25,1.25,21,0.057534,0.163315,16.3315,0.0,call,0.0,0.223144,185.0,0.053
240.5,1.3,21,0.057534,0.155103,15.5103,0.0,call,0.0,0.262364,185.0,0.053
129.5,0.7,30,0.082192,0.254224,25.4224,0.0,put,-0.0,-0.356675,185.0,0.053
138.75,0.75,30,0.082192,0.24726,24.726,0.0,put,-0.0,-0.287682,185.0,0.053
148.0,0.8,30,0.082192,0.238088,23.8088,0.0013,put,-0.0004,-0.223144,185.0,0.053
157.25,0.85,30,0.082192,0.225605,22.5605,0.0172,put,-0.0045,-0.162519,185.0,0.053
162.8,0.88,30,0.082192,0.222254,22.2254,0.0765,put,-0.0176,-0.127833,185.0,0.053
166.5,0.9,30,0.082192,0.217407,21.7407,0.172,put,-0.0366,-0.105361,185.0,0.053
170.2,0.92,30,0.082192,0.211911,21.1911,0.3575,put,-0.0702,-0.083382,185.0,0.053
173.9,0.94,30,0.082192,0.210517,21.0517,0.7448,put,-0.1297,-0.061875,185.0,0.053
177.6,0.96,30,0.082192,0.209536,20.9536,1.4197,put,-0.2171,-0.040822,185.0,0.053
181.3,0.98,30,0.082192,0.203125,20.3125,2.3731,put,-0.3261,-0.020203,185.0,0.053
185.0,1.0,30,0.082192,0.203129,20.3129,4.7021,call,0.5414,0.0,185.0,0.053
188.7,1.02,30,0.082192,0.191629,19.1629,2.8062,call,0.3999,0.019803,185.0,0.053
192.4,1.04,30,0.082192,0.195442,19.5442,1.7154,call,0.2762,0.039221,185.0,0.053
196.1,1.06,30,0.082192,0.190962,19.0962,0.8921,call,0.1692,0.058269,185.0,0.053
199.8,1.08,30,0.082192,0.187236,18.7236,0.4187,call,0.0925,0.076961,185.0,0.053
203.5,1.1,30,0.082192,0.18512,18.512,0.1816,call,0.0458,0.09531,185.0,0.053
207.2,1.12,30,0.082192,0.178117,17.8117,0.0587,call,0.0175,0.113329,185.0,0.053
212.75,1.15,30,0.082192,0.177481,17.7481,0.0121,call,0.0042,0.139762,185.0,0.053
222.0,1.2,30,0.082192,0.171923,17.1923,0.0004,call,0.0002,0.182322,185.0,0.053
231.25,1.25,30,0.082192,0.167732,16.7732,0.0,call,0.0,0.223144,185.0,0.053
240.5,1.3,30,0.082192,0.157565,15.7565,0.0,call,0.0,0.262364,185.0,0.053
129.5,0.7,45,0.123288,0.25235,25.235,0.0001,put,-0.0,-0.356675,185.0,0.053
138.75,0.75,45,0.123288,0.242485,24.2485,0.0009,put,-0.0002,-0.287682,185.0,0.053
148.0,0.8,45,0.123288,0.235535,23.5535,0.0112,put,-0.0024,-0.223144,185.0,0.053
157.25,0.85,45,0.123288,0.225185,22.5185,0.0782,put,-0.0147,-0.162519,185.0,0.053
162.8,0.88,45,0.123288,0.218225,21.8225,0.2123,put,-0.0366,-0.127833,185.0,0.053
166.5,0.9,45,0.123288,0.216916,21.6916,0.4186,put,-0.0659,-0.105361,185.0,0.053
170.2,0.92,45,0.123288,0.212765,21.2765,0.7355,put,-0.1073,-0.083382,185.0,0.053
173.9,0.94,45,0.123288,0.211263,21.1263,1.278,put,-0.1687,-0.061875,185.0,0.053
177.6,0.96,45,0.123288,0.204747,20.4747,1.9883,put,-0.2436,-0.040822,185.0,0.053
181.3,0.98,45,0.123288,0.202388,20.2388,3.0959,put,-0.3403,-0.020203,185.0,0.053
185.0,1.0,45,0.123288,0.199216,19.9216,5.7696,call,0.5511,0.0,185.0,0.053
188.7,1.02,45,0.123288,0.194091,19.4091,3.9225,call,0.4362,0.019803,185.0,0.053
192.4,1.04,45,0.123288,0.194689,19.4689,2.6296,call,0.3285,0.039221,185.0,0.053
196.1,1.06,45,0.123288,0.191753,19.1753,1.6235,call,0.2313,0.058269,185.0,0.053
199.8,1.08,45,0.123288,0.188432,18.8432,0.9326,call,0.1512,0.076961,185.0,0.053
203.5,1.1,45,0.123288,0.185195,18.5195,0.4974,call,0.0913,0.09531,185.0,0.053
207.2,1.12,45,0.123288,0.180127,18.0127,0.232,call,0.0488,0.113329,185.0,0.053
212.75,1.15,45,0.123288,0.178149,17.8149,0.0736,call,0.0179,0.139762,185.0,0.053
222.0,1.2,45,0.123288,0.171923,17.1923,0.0063,call,0.002,0.182322,185.0,0.053
231.25,1.25,45,0.123288,0.164888,16.4888,0.0003,call,0.0001,0.223144,185.0,0.053
240.5,1.3,45,0.123288,0.160301,16.0301,0.0,call,0.0,0.262364,185.0,0.053
129.5,0.7,60,0.164384,0.252283,25.2283,0.0007,put,-0.0001,-0.356675,185.0,0.053
138.75,0.75,60,0.164384,0.245245,24.5245,0.0065,put,-0.0012,-0.287682,185.0,0.053
148.0,0.8,60,0.164384,0.232485,23.2485,0.0352,put,-0.0061,-0.223144,185.0,0.053
157.25,0.85,60,0.164384,0.223897,22.3897,0.1764,put,-0.0267,-0.162519,185.0,0.053
162.8,0.88,60,0.164384,0.218233,21.8233,0.4054,put,-0.0562,-0.127833,185.0,0.053
166.5,0.9,60,0.164384,0.211307,21.1307,0.6368,put,-0.0847,-0.105361,185.0,0.053
170.2,0.92,60,0.164384,0.211928,21.1928,1.1004,put,-0.1325,-0.083382,185.0,0.053
173.9,0.94,60,0.164384,0.209008,20.9008,1.7148,put,-0.1907,-0.061875,185.0,0.053
177.6,0.96,60,0.164384,0.210788,21.0788,2.6876,put,-0.2669,-0.040822,185.0,0.053
181.3,0.98,60,0.164384,0.202515,20.2515,3.7019,put,-0.3471,-0.020203,185.0,0.053
185.0,1.0,60,0.164384,0.200603,20.0603,6.8117,call,0.5587,0.0,185.0,0.053
188.7,1.02,60,0.164384,0.19709,19.709,4.9543,call,0.4606,0.019803,185.0,0.053
192.4,1.04,60,0.164384,0.192038,19.2038,3.4104,call,0.3621,0.039221,185.0,0.053
196.1,1.06,60,0.164384,0.193932,19.3932,2.3926,call,0.2773,0.058269,185.0,0.053
199.8,1.08,60,0.164384,0.190474,19.0474,1.5287,call,0.199,0.076961,185.0,0.053
203.5,1.1,60,0.164384,0.187926,18.7926,0.9387,call,0.136,0.09531,185.0,0.053
207.2,1.12,60,0.164384,0.181948,18.1948,0.5063,call,0.0836,0.113329,185.0,0.053
212.75,1.15,60,0.164384,0.182795,18.2795,0.2262,call,0.0417,0.139762,185.0,0.053
222.0,1.2,60,0.164384,0.17111,17.111,0.0278,call,0.0068,0.182322,185.0,0.053
231.25,1.25,60,0.164384,0.169267,16.9267,0.0035,call,0.001,0.223144,185.0,0.053
240.5,1.3,60,0.164384,0.16689,16.689,0.0003,call,0.0001,0.262364,185.0,0.053
129.5,0.7,90,0.246575,0.244947,24.4947,0.0062,put,-0.001,-0.356675,185.0,0.053
138.75,0.75,90,0.246575,0.236665,23.6665,0.0311,put,-0.0044,-0.287682,185.0,0.053
148.0,0.8,90,0.246575,0.22948,22.948,0.1304,put,-0.0166,-0.223144,185.0,0.053
157.25,0.85,90,0.246575,0.220292,22.0292,0.4251,put,-0.0485,-0.162519,185.0,0.053
162.8,0.88,90,0.246575,0.21364,21.364,0.7833,put,-0.0836,-0.127833,185.0,0.053
166.5,0.9,90,0.246575,0.213929,21.3929,1.233,put,-0.1214,-0.105361,185.0,0.053
170.2,0.92,90,0.246575,0.208786,20.8786,1.7344,put,-0.163,-0.083382,185.0,0.053
173.9,0.94,90,0.246575,0.20904,20.904,2.5439,put,-0.2195,-0.061875,185.0,0.053
177.6,0.96,90,0.246575,0.203498,20.3498,3.4136,put,-0.2797,-0.040822,185.0,0.053
181.3,0.98,90,0.246575,0.20574,20.574,4.7758,put,-0.3532,-0.020203,185.0,0.053
185.0,1.0,90,0.246575,0.198433,19.8433,8.4865,call,0.5722,0.0,185.0,0.053
188.7,1.02,90,0.246575,0.19677,19.677,6.625,call,0.492,0.019803,185.0,0.053
192.4,1.04,90,0.246575,0.196508,19.6508,5.1034,call,0.4132,0.039221,185.0,0.053
196.1,1.06,90,0.246575,0.189936,18.9936,3.6437,call,0.3328,0.058269,185.0,0.053
199.8,1.08,90,0.246575,0.190417,19.0417,2.6865,call,0.2649,0.076961,185.0,0.053
203.5,1.1,90,0.246575,0.190188,19.0188,1.9269,call,0.2051,0.09531,185.0,0.053
207.2,1.12,90,0.246575,0.182015,18.2015,1.1836,call,0.1436,0.113329,185.0,0.053
212.75,1.15,90,0.246575,0.182164,18.2164,0.6524,call,0.0876,0.139762,185.0,0.053
222.0,1.2,90,0.246575,0.176791,17.6791,0.1815,call,0.0298,0.182322,185.0,0.053
231.25,1.25,90,0.246575,0.172547,17.2547,0.0409,call,0.008,0.223144,185.0,0.053
240.5,1.3,90,0.246575,0.163436,16.3436,0.005,call,0.0012,0.262364,185.0,0.053
129.5,0.7,120,0.328767,0.240268,24.0268,0.0213,put,-0.0027,-0.356675,185.0,0.053
138.75,0.75,120,0.328767,0.235598,23.5598,0.0885,put,-0.01,-0.287682,185.0,0.053
148.0,0.8,120,0.328767,0.227357,22.7357,0.2716,put,-0.028,-0.223144,185.0,0.053
157.25,0.85,120,0.328767,0.219966,21.9966,0.736,put,-0.0681,-0.162519,185.0,0.053
162.8,0.88,120,0.328767,0.215991,21.5991,1.2617,put,-0.1084,-0.127833,185.0,0.053
166.5,0.9,120,0.328767,0.211242,21.1242,1.7083,put,-0.1413,-0.105361,185.0,0.053
170.2,0.92,120,0.328767,0.210433,21.0433,2.3931,put,-0.1852,-0.083382,185.0,0.053
173.9,0.94,120,0.328767,0.20798,20.798,3.2102,put,-0.2343,-0.061875,185.0,0.053
177.6,0.96,120,0.328767,0.203447,20.3447,4.1469,put,-0.2885,-0.040822,185.0,0.053
181.3,0.98,120,0.328767,0.206143,20.6143,5.5711,put,-0.3529,-0.020203,185.0,0.053
185.0,1.0,120,0.328767,0.200948,20.0948,10.1195,call,0.5827,0.0,185.0,0.053
188.7,1.02,120,0.328767,0.195256,19.5256,8.05,call,0.5139,0.019803,185.0,0.053
192.4,1.04,120,0.328767,0.196637,19.6637,6.5267,call,0.4455,0.039221,185.0,0.053
196.1,1.06,120,0.328767,0.191107,19.1107,4.9615,call,0.3753,0.058269,185.0,0.053
199.8,1.08,120,0.328767,0.192407,19.2407,3.9044,call,0.314,0.076961,185.0,0.053
203.5,1.1,120,0.328767,0.19097,19.097,2.9496,call,0.2557,0.09531,185.0,0.053
207.2,1.12,120,0.328767,0.184871,18.4871,2.0466,call,0.1972,0.113329,185.0,0.053
212.75,1.15,120,0.328767,0.185304,18.5304,1.2928,call,0.136,0.139762,185.0,0.053
222.0,1.2,120,0.328767,0.179162,17.9162,0.4734,call,0.0601,0.182322,185.0,0.053
231.25,1.25,120,0.328767,0.175155,17.5155,0.1533,call,0.0229,0.223144,185.0,0.053
240.5,1.3,120,0.328767,0.172677,17.2677,0.0449,call,0.0077,0.262364,185.0,0.053
129.5,0.7,150,0.410959,0.238863,23.8863,0.0512,put,-0.0054,-0.356675,185.0,0.053
138.75,0.75,150,0.410959,0.23018,23.018,0.1521,put,-0.015,-0.287682,185.0,0.053
148.0,0.8,150,0.410959,0.222761,22.2761,0.4112,put,-0.037,-0.223144,185.0,0.053
157.25,0.85,150,0.410959,0.216214,21.6214,0.9976,put,-0.0809,-0.162519,185.0,0.053
162.8,0.88,150,0.410959,0.213871,21.3871,1.6407,put,-0.1231,-0.127833,185.0,0.053
166.5,0.9,150,0.410959,0.212235,21.2235,2.2228,put,-0.158,-0.105361,185.0,0.053
170.2,0.92,150,0.410959,0.209691,20.9691,2.9219,put,-0.1978,-0.083382,185.0,0.053
173.9,0.94,150,0.410959,0.208432,20.8432,3.8271,put,-0.2442,-0.061875,185.0,0.053
177.6,0.96,150,0.410959,0.204495,20.4495,4.809,put,-0.2935,-0.040822,185.0,0.053
181.3,0.98,150,0.410959,0.205118,20.5118,6.1746,put,-0.3501,-0.020203,185.0,0.053
185.0,1.0,150,0.410959,0.199471,19.9471,11.4573,call,0.5926,0.0,185.0,0.053
188.7,1.02,150,0.410959,0.203276,20.3276,9.7852,call,0.532,0.019803,185.0,0.053
192.4,1.04,150,0.410959,0.196966,19.6966,7.8568,call,0.4701,0.039221,185.0,0.053
196.1,1.06,150,0.410959,0.191922,19.1922,6.2088,call,0.4071,0.058269,185.0,0.053
199.8,1.08,150,0.410959,0.189458,18.9458,4.8981,call,0.3469,0.076961,185.0,0.053
203.5,1.1,150,0.410959,0.190566,19.0566,3.9387,call,0.2943,0.09531,185.0,0.053
207.2,1.12,150,0.410959,0.187194,18.7194,2.978,call,0.2411,0.113329,185.0,0.053
212.75,1.15,150,0.410959,0.186196,18.6196,1.9927,call,0.1765,0.139762,185.0,0.053
222.0,1.2,150,0.410959,0.181098,18.1098,0.8851,call,0.0926,0.182322,185.0,0.053
231.25,1.25,150,0.410959,0.175586,17.5586,0.3376,call,0.0416,0.223144,185.0,0.053
240.5,1.3,150,0.410959,0.169801,16.9801,0.1077,call,0.0156,0.262364,185.0,0.053
129.5,0.7,180,0.493151,0.233177,23.3177,0.0817,put,-0.0078,-0.356675,185.0,0.053
138.75,0.75,180,0.493151,0.228258,22.8258,0.2402,put,-0.0208,-0.287682,185.0,0.053
148.0,0.8,180,0.493151,0.224286,22.4286,0.6213,put,-0.0483,-0.223144,185.0,0.053
157.25,0.85,180,0.493151,0.216843,21.6843,1.3246,put,-0.0942,-0.162519,185.0,0.053
162.8,0.88,180,0.493151,0.210408,21.0408,1.9418,put,-0.1322,-0.127833,185.0,0.053
166.5,0.9,180,0.493151,0.210972,21.0972,2.6323,put,-0.1681,-0.105361,185.0,0.053
170.2,0.92,180,0.493151,0.209175,20.9175,3.3952,put,-0.2064,-0.083382,185.0,0.053
173.9,0.94,180,0.493151,0.204465,20.4465,4.1921,put,-0.2467,-0.061875,185.0,0.053
177.6,0.96,180,0.493151,0.204417,20.4417,5.3441,put,-0.2952,-0.040822,185.0,0.053
181.3,0.98,180,0.493151,0.202149,20.2149,6.582,put,-0.3455,-0.020203,185.0,0.053
185.0,1.0,180,0.493151,0.197714,19.7714,12.6716,call,0.6017,0.0,185.0,0.053
188.7,1.02,180,0.493151,0.198725,19.8725,10.8535,call,0.5458,0.019803,185.0,0.053
192.4,1.04,180,0.493151,0.197181,19.7181,9.1063,call,0.4899,0.039221,185.0,0.053
196.1,1.06,180,0.493151,0.196315,19.6315,7.5912,call,0.4348,0.058269,185.0,0.053
199.8,1.08,180,0.493151,0.194383,19.4383,6.213,call,0.3805,0.076961,185.0,0.053
203.5,1.1,180,0.493151,0.187683,18.7683,4.7965,call,0.3231,0.09531,185.0,0.053
207.2,1.12,180,0.493151,0.18676,18.676,3.8373,call,0.2745,0.113329,185.0,0.053
212.75,1.15,180,0.493151,0.187025,18.7025,2.7485,call,0.212,0.139762,185.0,0.053
222.0,1.2,180,0.493151,0.182778,18.2778,1.3895,call,0.1245,0.182322,185.0,0.053
231.25,1.25,180,0.493151,0.178719,17.8719,0.6384,call,0.0659,0.223144,185.0,0.053
240.5,1.3,180,0.493151,0.181499,18.1499,0.3303,call,0.0368,0.262364,185.0,0.053
129.5,0.7,240,0.657534,0.232076,23.2076,0.1947,put,-0.0148,-0.356675,185.0,0.053
138.75,0.75,240,0.657534,0.227175,22.7175,0.4666,put,-0.0327,-0.287682,185.0,0.053
148.0,0.8,240,0.657534,0.221191,22.1191,0.9793,put,-0.0632,-0.223144,185.0,0.053
157.25,0.85,240,0.657534,0.215323,21.5323,1.8857,put,-0.1117,-0.162519,185.0,0.053
162.8,0.88,240,0.657534,0.210387,21.0387,2.64,put,-0.1494,-0.127833,185.0,0.053
166.5,0.9,240,0.657534,0.210593,21.0593,3.4035,put,-0.1824,-0.105361,185.0,0.053
170.2,0.92,240,0.657534,0.205632,20.5632,4.0831,put,-0.2141,-0.083382,185.0,0.053
173.9,0.94,240,0.657534,0.20485,20.485,5.073,put,-0.2529,-0.061875,185.0,0.053
177.6,0.96,240,0.657534,0.202539,20.2539,6.1386,put,-0.2936,-0.040822,185.0,0.053
181.3,0.98,240,0.657534,0.2019,20.19,7.4479,put,-0.3379,-0.020203,185.0,0.053
185.0,1.0,240,0.657534,0.204629,20.4629,15.4545,call,0.6152,0.0,185.0,0.053
188.7,1.02,240,0.657534,0.194566,19.4566,12.979,call,0.5692,0.019803,185.0,0.053
192.4,1.04,240,0.657534,0.198008,19.8008,11.4625,call,0.5212,0.039221,185.0,0.053
196.1,1.06,240,0.657534,0.191778,19.1778,9.5408,call,0.471,0.058269,185.0,0.053
199.8,1.08,240,0.657534,0.19246,19.246,8.1998,call,0.4239,0.076961,185.0,0.053
203.5,1.1,240,0.657534,0.194013,19.4013,7.0659,call,0.3799,0.09531,185.0,0.053
207.2,1.12,240,0.657534,0.190425,19.0425,5.7924,call,0.3332,0.113329,185.0,0.053
212.75,1.15,240,0.657534,0.185887,18.5887,4.2205,call,0.2674,0.139762,185.0,0.053
222.0,1.2,240,0.657534,0.182989,18.2989,2.4867,call,0.1789,0.182322,185.0,0.053
231.25,1.25,240,0.657534,0.182312,18.2312,1.4437,call,0.1151,0.223144,185.0,0.053
240.5,1.3,240,0.657534,0.176168,17.6168,0.6989,call,0.0641,0.262364,185.0,0.053
129.5,0.7,360,0.986301,0.223831,22.3831,0.4307,put,-0.0255,-0.356675,185.0,0.053
138.75,0.75,360,0.986301,0.218927,21.8927,0.8553,put,-0.0472,-0.287682,185.0,0.053
148.0,0.8,360,0.986301,0.21328,21.328,1.5476,put,-0.0798,-0.223144,185.0,0.053
157.25,0.85,360,0.986301,0.214891,21.4891,2.9078,put,-0.1328,-0.162519,185.0,0.053
162.8,0.88,360,0.986301,0.2096,20.96,3.7531,put,-0.1662,-0.127833,185.0,0.053
166.5,0.9,360,0.986301,0.202813,20.2813,4.2554,put,-0.1885,-0.105361,185.0,0.053
170.2,0.92,360,0.986301,0.205801,20.5801,5.3501,put,-0.2219,-0.083382,185.0,0.053
173.9,0.94,360,0.986301,0.202702,20.2702,6.2409,put,-0.2522,-0.061875,185.0,0.053
177.6,0.96,360,0.986301,0.204359,20.4359,7.537,put,-0.2877,-0.040822,185.0,0.053
181.3,0.98,360,0.986301,0.199728,19.9728,8.5653,put,-0.3211,-0.020203,185.0,0.053
185.0,1.0,360,0.986301,0.199771,19.9771,19.4474,call,0.6416,0.0,185.0,0.053
188.7,1.02,360,0.986301,0.199725,19.9725,17.5288,call,0.6037,0.019803,185.0,0.053
192.4,1.04,360,0.986301,0.199187,19.9187,15.7125,call,0.5655,0.039221,185.0,0.053
196.1,1.06,360,0.986301,0.193821,19.3821,13.678,call,0.526,0.058269,185.0,0.053
199.8,1.08,360,0.986301,0.194344,19.4344,12.2058,call,0.4875,0.076961,185.0,0.053
203.5,1.1,360,0.986301,0.192877,19.2877,10.7198,call,0.4487,0.09531,185.0,0.053
207.2,1.12,360,0.986301,0.191357,19.1357,9.3588,call,0.4105,0.113329,185.0,0.053
212.75,1.15,360,0.986301,0.19449,19.449,7.9223,call,0.3608,0.139762,185.0,0.053
222.0,1.2,360,0.986301,0.189031,18.9031,5.3478,call,0.2746,0.182322,185.0,0.053
231.25,1.25,360,0.986301,0.183078,18.3078,3.4101,call,0.198,0.223144,185.0,0.053
240.5,1.3,360,0.986301,0.184924,18.4924,2.3658,call,0.1464,0.262364,185.0,0.053
